suserID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
10259875@N03,150,25,1672531200,1672531220,2178,13,1
10259875@N03,150,19,1672531200,1672531220,2179,13,1
10259875@N03,150,4,1672531200,1672531220,2180,13,1
10259875@N03,150,23,1672531200,1672531220,2181,13,1
10259875@N03,150,26,1672531200,1672531220,2182,13,1
10259875@N03,150,21,1672531200,1672531220,2183,13,1
10259875@N03,150,15,1672531200,1672531220,2184,13,1
10259875@N03,150,10,1672531200,1672531220,2185,13,1
10259875@N03,150,7,1672531200,1672531220,2186,13,1
10259875@N03,150,9,1672531200,1672531220,2187,13,1
10259875@N03,150,17,1672531200,1672531220,2188,13,1
10259875@N03,150,2,1672531200,1672531220,2189,13,1
59320616@N08,5346,26,1672531200,1672531220,2190,3,1
59320616@N08,5346,17,1672531200,1672531220,2191,3,1
59320616@N08,5346,25,1672531200,1672531220,2192,3,1
83935707@N00,6985,19,1672531200,1672531220,2193,6,1
83935707@N00,6985,27,1672531200,1672531220,2194,6,1
83935707@N00,6985,4,1672531200,1672531220,2195,6,1
83935707@N00,6985,1,1672531200,1672531220,2196,6,1
83935707@N00,6985,6,1672531200,1672531220,2197,6,1
83935707@N00,6985,9,1672531200,1672531220,2198,6,1
29129621@N05,2475,19,1672531200,1672531220,2199,3,1
29129621@N05,2475,18,1672531200,1672531220,2200,3,1
29129621@N05,2475,9,1672531200,1672531220,2201,3,1
109920749@N03,248,19,1672531200,1672531220,2202,3,1
109920749@N03,248,14,1672531200,1672531220,2203,3,1
109920749@N03,248,9,1672531200,1672531220,2204,3,1
76991932@N00,6476,19,1672531200,1672531220,2205,3,1
76991932@N00,6476,13,1672531200,1672531220,2206,3,1
76991932@N00,6476,9,1672531200,1672531220,2207,3,1
77744839@N00,6551,19,1672531200,1672531220,2208,10,1
77744839@N00,6551,21,1672531200,1672531220,2209,10,1
77744839@N00,6551,22,1672531200,1672531220,2210,10,1
77744839@N00,6551,13,1672531200,1672531220,2211,10,1
77744839@N00,6551,14,1672531200,1672531220,2212,10,1
77744839@N00,6551,15,1672531200,1672531220,2213,10,1
77744839@N00,6551,1,1672531200,1672531220,2214,10,1
77744839@N00,6551,16,1672531200,1672531220,2215,10,1
77744839@N00,6551,27,1672531200,1672531220,2216,10,1
77744839@N00,6551,9,1672531200,1672531220,2217,10,1
23673310@N02,1641,20,1672531200,1672531220,2218,3,1
23673310@N02,1641,13,1672531200,1672531220,2219,3,1
23673310@N02,1641,10,1672531200,1672531220,2220,3,1
45571875@N06,4319,20,1672531200,1672531220,2221,4,1
45571875@N06,4319,19,1672531200,1672531220,2222,4,1
45571875@N06,4319,9,1672531200,1672531220,2223,4,1
45571875@N06,4319,10,1672531200,1672531220,2224,4,1
57835821@N00,5281,20,1672531200,1672531220,2225,5,1
57835821@N00,5281,24,1672531200,1672531220,2226,5,1
57835821@N00,5281,27,1672531200,1672531220,2227,5,1
57835821@N00,5281,2,1672531200,1672531220,2228,5,1
57835821@N00,5281,10,1672531200,1672531220,2229,5,1
54831087@N00,5115,2,1672531200,1672531220,2230,6,1
54831087@N00,5115,20,1672531200,1672531220,2231,6,1
54831087@N00,5115,27,1672531200,1672531220,2232,6,1
54831087@N00,5115,25,1672531200,1672531220,2233,6,1
54831087@N00,5115,10,1672531200,1672531220,2234,6,1
54831087@N00,5115,13,1672531200,1672531220,2235,6,1
43642153@N04,4071,2,1672531200,1672531220,2236,8,1
43642153@N04,4071,1,1672531200,1672531220,2237,8,1
43642153@N04,4071,22,1672531200,1672531220,2238,8,1
43642153@N04,4071,27,1672531200,1672531220,2239,8,1
43642153@N04,4071,16,1672531200,1672531220,2240,8,1
43642153@N04,4071,8,1672531200,1672531220,2241,8,1
43642153@N04,4071,10,1672531200,1672531220,2242,8,1
43642153@N04,4071,13,1672531200,1672531220,2243,8,1
47606840@N00,4533,15,1672531200,1672531220,2244,4,1
47606840@N00,4533,18,1672531200,1672531220,2245,4,1
47606840@N00,4533,16,1672531200,1672531220,2246,4,1
47606840@N00,4533,3,1672531200,1672531220,2247,4,1
63257911@N00,5654,15,1672531200,1672531220,2248,6,1
63257911@N00,5654,12,1672531200,1672531220,2249,6,1
63257911@N00,5654,9,1672531200,1672531220,2250,6,1
63257911@N00,5654,22,1672531200,1672531220,2251,6,1
63257911@N00,5654,2,1672531200,1672531220,2252,6,1
63257911@N00,5654,3,1672531200,1672531220,2253,6,1
74289372@N00,6281,15,1672531200,1672531220,2254,5,1
74289372@N00,6281,17,1672531200,1672531220,2255,5,1
74289372@N00,6281,16,1672531200,1672531220,2256,5,1
74289372@N00,6281,1,1672531200,1672531220,2257,5,1
74289372@N00,6281,3,1672531200,1672531220,2258,5,1
92026547@N05,7543,15,1672531200,1672531220,2259,3,1
92026547@N05,7543,9,1672531200,1672531220,2260,3,1
92026547@N05,7543,3,1672531200,1672531220,2261,3,1
10871340@N02,213,15,1672531200,1672531220,2262,3,1
10871340@N02,213,16,1672531200,1672531220,2263,3,1
10871340@N02,213,3,1672531200,1672531220,2264,3,1
77850199@N02,6555,16,1672531200,1672531220,2265,7,1
77850199@N02,6555,21,1672531200,1672531220,2266,7,1
77850199@N02,6555,2,1672531200,1672531220,2267,7,1
77850199@N02,6555,14,1672531200,1672531220,2268,7,1
77850199@N02,6555,13,1672531200,1672531220,2269,7,1
77850199@N02,6555,26,1672531200,1672531220,2270,7,1
77850199@N02,6555,27,1672531200,1672531220,2271,7,1
42118699@N08,3830,16,1672531200,1672531220,2272,6,1
42118699@N08,3830,15,1672531200,1672531220,2273,6,1
42118699@N08,3830,9,1672531200,1672531220,2274,6,1
42118699@N08,3830,20,1672531200,1672531220,2275,6,1
42118699@N08,3830,21,1672531200,1672531220,2276,6,1
42118699@N08,3830,27,1672531200,1672531220,2277,6,1
26678134@N04,2147,16,1672531200,1672531220,2278,5,1
26678134@N04,2147,13,1672531200,1672531220,2279,5,1
26678134@N04,2147,22,1672531200,1672531220,2280,5,1
26678134@N04,2147,9,1672531200,1672531220,2281,5,1
26678134@N04,2147,27,1672531200,1672531220,2282,5,1
12059076@N05,461,16,1672531200,1672531220,2283,4,1
12059076@N05,461,24,1672531200,1672531220,2284,4,1
12059076@N05,461,18,1672531200,1672531220,2285,4,1
12059076@N05,461,27,1672531200,1672531220,2286,4,1
13259518@N00,701,16,1672531200,1672531220,2287,5,1
13259518@N00,701,14,1672531200,1672531220,2288,5,1
13259518@N00,701,15,1672531200,1672531220,2289,5,1
13259518@N00,701,3,1672531200,1672531220,2290,5,1
13259518@N00,701,27,1672531200,1672531220,2291,5,1
14449931@N08,831,16,1672531200,1672531220,2292,3,1
14449931@N08,831,20,1672531200,1672531220,2293,3,1
14449931@N08,831,27,1672531200,1672531220,2294,3,1
16088786@N03,1013,16,1672531200,1672531220,2295,3,1
16088786@N03,1013,19,1672531200,1672531220,2296,3,1
16088786@N03,1013,27,1672531200,1672531220,2297,3,1
16429538@N00,1022,16,1672531200,1672531220,2298,3,1
16429538@N00,1022,25,1672531200,1672531220,2299,3,1
16429538@N00,1022,27,1672531200,1672531220,2300,3,1
20544648@N06,1162,16,1672531200,1672531220,2301,5,1
20544648@N06,1162,14,1672531200,1672531220,2302,5,1
20544648@N06,1162,12,1672531200,1672531220,2303,5,1
20544648@N06,1162,6,1672531200,1672531220,2304,5,1
20544648@N06,1162,27,1672531200,1672531220,2305,5,1
23322134@N02,1580,16,1672531200,1672531220,2306,4,1
23322134@N02,1580,9,1672531200,1672531220,2307,4,1
23322134@N02,1580,4,1672531200,1672531220,2308,4,1
23322134@N02,1580,27,1672531200,1672531220,2309,4,1
27429042@N08,2226,16,1672531200,1672531220,2310,3,1
27429042@N08,2226,14,1672531200,1672531220,2311,3,1
27429042@N08,2226,27,1672531200,1672531220,2312,3,1
91855896@N00,7533,16,1672531200,1672531220,2313,3,1
91855896@N00,7533,14,1672531200,1672531220,2314,3,1
91855896@N00,7533,27,1672531200,1672531220,2315,3,1
35378947@N07,3109,16,1672531200,1672531220,2316,3,1
35378947@N07,3109,13,1672531200,1672531220,2317,3,1
35378947@N07,3109,27,1672531200,1672531220,2318,3,1
36226805@N03,3231,16,1672531200,1672531220,2319,6,1
36226805@N03,3231,22,1672531200,1672531220,2320,6,1
36226805@N03,3231,18,1672531200,1672531220,2321,6,1
36226805@N03,3231,13,1672531200,1672531220,2322,6,1
36226805@N03,3231,19,1672531200,1672531220,2323,6,1
36226805@N03,3231,27,1672531200,1672531220,2324,6,1
48311919@N00,4613,16,1672531200,1672531220,2325,3,1
48311919@N00,4613,17,1672531200,1672531220,2326,3,1
48311919@N00,4613,27,1672531200,1672531220,2327,3,1
38084526@N06,3411,16,1672531200,1672531220,2328,5,1
38084526@N06,3411,14,1672531200,1672531220,2329,5,1
38084526@N06,3411,9,1672531200,1672531220,2330,5,1
38084526@N06,3411,5,1672531200,1672531220,2331,5,1
38084526@N06,3411,27,1672531200,1672531220,2332,5,1
50403713@N03,4847,16,1672531200,1672531220,2333,4,1
50403713@N03,4847,8,1672531200,1672531220,2334,4,1
50403713@N03,4847,17,1672531200,1672531220,2335,4,1
50403713@N03,4847,27,1672531200,1672531220,2336,4,1
61525316@N06,5503,16,1672531200,1672531220,2337,3,1
61525316@N06,5503,6,1672531200,1672531220,2338,3,1
61525316@N06,5503,27,1672531200,1672531220,2339,3,1
60082453@N05,5419,16,1672531200,1672531220,2340,4,1
60082453@N05,5419,4,1672531200,1672531220,2341,4,1
60082453@N05,5419,23,1672531200,1672531220,2342,4,1
60082453@N05,5419,27,1672531200,1672531220,2343,4,1
63202442@N00,5642,16,1672531200,1672531220,2344,4,1
63202442@N00,5642,20,1672531200,1672531220,2345,4,1
63202442@N00,5642,19,1672531200,1672531220,2346,4,1
63202442@N00,5642,27,1672531200,1672531220,2347,4,1
64478148@N07,5766,16,1672531200,1672531220,2348,6,1
64478148@N07,5766,21,1672531200,1672531220,2349,6,1
64478148@N07,5766,26,1672531200,1672531220,2350,6,1
64478148@N07,5766,17,1672531200,1672531220,2351,6,1
64478148@N07,5766,14,1672531200,1672531220,2352,6,1
64478148@N07,5766,27,1672531200,1672531220,2353,6,1
65825924@N03,5883,16,1672531200,1672531220,2354,4,1
65825924@N03,5883,17,1672531200,1672531220,2355,4,1
65825924@N03,5883,4,1672531200,1672531220,2356,4,1
65825924@N03,5883,27,1672531200,1672531220,2357,4,1
65825924@N03,5885,16,1672531200,1672531220,2358,4,1
65825924@N03,5885,18,1672531200,1672531220,2359,4,1
65825924@N03,5885,20,1672531200,1672531220,2360,4,1
65825924@N03,5885,27,1672531200,1672531220,2361,4,1
7366969@N02,6241,16,1672531200,1672531220,2362,4,1
7366969@N02,6241,21,1672531200,1672531220,2363,4,1
7366969@N02,6241,4,1672531200,1672531220,2364,4,1
7366969@N02,6241,27,1672531200,1672531220,2365,4,1
64542402@N07,5776,19,1672531200,1672531220,2366,11,1
64542402@N07,5776,8,1672531200,1672531220,2367,11,1
64542402@N07,5776,27,1672531200,1672531220,2368,11,1
64542402@N07,5776,14,1672531200,1672531220,2369,11,1
64542402@N07,5776,6,1672531200,1672531220,2370,11,1
64542402@N07,5776,9,1672531200,1672531220,2371,11,1
64542402@N07,5776,10,1672531200,1672531220,2372,11,1
64542402@N07,5776,24,1672531200,1672531220,2373,11,1
64542402@N07,5776,25,1672531200,1672531220,2374,11,1
64542402@N07,5776,21,1672531200,1672531220,2375,11,1
64542402@N07,5776,5,1672531200,1672531220,2376,11,1
26143366@N00,1984,2,1672531200,1672531220,2377,5,1
26143366@N00,1984,5,1672531200,1672531220,2378,5,1
26143366@N00,1984,6,1672531200,1672531220,2379,5,1
26143366@N00,1984,22,1672531200,1672531220,2380,5,1
26143366@N00,1984,17,1672531200,1672531220,2381,5,1
93283041@N00,7617,2,1672531200,1672531220,2382,9,1
93283041@N00,7617,1,1672531200,1672531220,2383,9,1
93283041@N00,7617,24,1672531200,1672531220,2384,9,1
93283041@N00,7617,27,1672531200,1672531220,2385,9,1
93283041@N00,7617,20,1672531200,1672531220,2386,9,1
93283041@N00,7617,19,1672531200,1672531220,2387,9,1
93283041@N00,7617,9,1672531200,1672531220,2388,9,1
93283041@N00,7617,6,1672531200,1672531220,2389,9,1
93283041@N00,7617,17,1672531200,1672531220,2390,9,1
41693381@N00,3786,2,1672531200,1672531220,2391,3,1
41693381@N00,3786,4,1672531200,1672531220,2392,3,1
41693381@N00,3786,17,1672531200,1672531220,2393,3,1
86694404@N00,7187,2,1672531200,1672531220,2394,6,1
86694404@N00,7187,18,1672531200,1672531220,2395,6,1
86694404@N00,7187,5,1672531200,1672531220,2396,6,1
86694404@N00,7187,9,1672531200,1672531220,2397,6,1
86694404@N00,7187,6,1672531200,1672531220,2398,6,1
86694404@N00,7187,17,1672531200,1672531220,2399,6,1
32904352@N00,2833,20,1672531200,1672531220,2400,3,1
32904352@N00,2833,21,1672531200,1672531220,2401,3,1
32904352@N00,2833,19,1672531200,1672531220,2402,3,1
79959485@N00,6742,20,1672531200,1672531220,2403,3,1
79959485@N00,6742,21,1672531200,1672531220,2404,3,1
79959485@N00,6742,19,1672531200,1672531220,2405,3,1
99078571@N02,8078,20,1672531200,1672531220,2406,3,1
99078571@N02,8078,21,1672531200,1672531220,2407,3,1
99078571@N02,8078,19,1672531200,1672531220,2408,3,1
99502551@N08,8113,20,1672531200,1672531220,2409,3,1
99502551@N08,8113,10,1672531200,1672531220,2410,3,1
99502551@N08,8113,19,1672531200,1672531220,2411,3,1
33934966@N00,2976,15,1672531200,1672531220,2412,3,1
33934966@N00,2976,20,1672531200,1672531220,2413,3,1
33934966@N00,2976,2,1672531200,1672531220,2414,3,1
13120483@N03,678,15,1672531200,1672531220,2415,3,1
13120483@N03,678,27,1672531200,1672531220,2416,3,1
13120483@N03,678,2,1672531200,1672531220,2417,3,1
84227486@N02,7018,3,1672531200,1672531220,2418,3,1
84227486@N02,7018,14,1672531200,1672531220,2419,3,1
84227486@N02,7018,8,1672531200,1672531220,2420,3,1
69574134@N00,6036,18,1672531200,1672531220,2421,12,1
69574134@N00,6036,16,1672531200,1672531220,2422,12,1
69574134@N00,6036,21,1672531200,1672531220,2423,12,1
69574134@N00,6036,24,1672531200,1672531220,2424,12,1
69574134@N00,6036,17,1672531200,1672531220,2425,12,1
69574134@N00,6036,19,1672531200,1672531220,2426,12,1
69574134@N00,6036,12,1672531200,1672531220,2427,12,1
69574134@N00,6036,10,1672531200,1672531220,2428,12,1
69574134@N00,6036,3,1672531200,1672531220,2429,12,1
69574134@N00,6036,1,1672531200,1672531220,2430,12,1
69574134@N00,6036,4,1672531200,1672531220,2431,12,1
69574134@N00,6036,27,1672531200,1672531220,2432,12,1
80954242@N00,6804,18,1672531200,1672531220,2433,5,1
80954242@N00,6804,17,1672531200,1672531220,2434,5,1
80954242@N00,6804,26,1672531200,1672531220,2435,5,1
80954242@N00,6804,25,1672531200,1672531220,2436,5,1
80954242@N00,6804,27,1672531200,1672531220,2437,5,1
8729032@N06,7214,18,1672531200,1672531220,2438,9,1
8729032@N06,7214,26,1672531200,1672531220,2439,9,1
8729032@N06,7214,1,1672531200,1672531220,2440,9,1
8729032@N06,7214,4,1672531200,1672531220,2441,9,1
8729032@N06,7214,6,1672531200,1672531220,2442,9,1
8729032@N06,7214,7,1672531200,1672531220,2443,9,1
8729032@N06,7214,21,1672531200,1672531220,2444,9,1
8729032@N06,7214,8,1672531200,1672531220,2445,9,1
8729032@N06,7214,27,1672531200,1672531220,2446,9,1
29129621@N05,2472,18,1672531200,1672531220,2447,7,1
29129621@N05,2472,2,1672531200,1672531220,2448,7,1
29129621@N05,2472,1,1672531200,1672531220,2449,7,1
29129621@N05,2472,3,1672531200,1672531220,2450,7,1
29129621@N05,2472,13,1672531200,1672531220,2451,7,1
29129621@N05,2472,17,1672531200,1672531220,2452,7,1
29129621@N05,2472,27,1672531200,1672531220,2453,7,1
32288431@N08,2804,18,1672531200,1672531220,2454,4,1
32288431@N08,2804,19,1672531200,1672531220,2455,4,1
32288431@N08,2804,13,1672531200,1672531220,2456,4,1
32288431@N08,2804,27,1672531200,1672531220,2457,4,1
36226805@N03,3224,18,1672531200,1672531220,2458,5,1
36226805@N03,3224,13,1672531200,1672531220,2459,5,1
36226805@N03,3224,16,1672531200,1672531220,2460,5,1
36226805@N03,3224,25,1672531200,1672531220,2461,5,1
36226805@N03,3224,27,1672531200,1672531220,2462,5,1
9663436@N03,7876,18,1672531200,1672531220,2463,3,1
9663436@N03,7876,13,1672531200,1672531220,2464,3,1
9663436@N03,7876,27,1672531200,1672531220,2465,3,1
92026547@N05,7541,18,1672531200,1672531220,2466,5,1
92026547@N05,7541,19,1672531200,1672531220,2467,5,1
92026547@N05,7541,13,1672531200,1672531220,2468,5,1
92026547@N05,7541,20,1672531200,1672531220,2469,5,1
92026547@N05,7541,27,1672531200,1672531220,2470,5,1
24616128@N00,1785,4,1672531200,1672531220,2471,12,1
24616128@N00,1785,25,1672531200,1672531220,2472,12,1
24616128@N00,1785,14,1672531200,1672531220,2473,12,1
24616128@N00,1785,16,1672531200,1672531220,2474,12,1
24616128@N00,1785,27,1672531200,1672531220,2475,12,1
24616128@N00,1785,19,1672531200,1672531220,2476,12,1
24616128@N00,1785,20,1672531200,1672531220,2477,12,1
24616128@N00,1785,24,1672531200,1672531220,2478,12,1
24616128@N00,1785,23,1672531200,1672531220,2479,12,1
24616128@N00,1785,13,1672531200,1672531220,2480,12,1
24616128@N00,1785,18,1672531200,1672531220,2481,12,1
24616128@N00,1785,11,1672531200,1672531220,2482,12,1
101593101@N02,109,27,1672531200,1672531220,2483,3,1
101593101@N02,109,16,1672531200,1672531220,2484,3,1
101593101@N02,109,10,1672531200,1672531220,2485,3,1
10403093@N06,165,27,1672531200,1672531220,2486,4,1
10403093@N06,165,9,1672531200,1672531220,2487,4,1
10403093@N06,165,3,1672531200,1672531220,2488,4,1
10403093@N06,165,10,1672531200,1672531220,2489,4,1
13516406@N00,722,27,1672531200,1672531220,2490,4,1
13516406@N00,722,9,1672531200,1672531220,2491,4,1
13516406@N00,722,21,1672531200,1672531220,2492,4,1
13516406@N00,722,10,1672531200,1672531220,2493,4,1
28450912@N02,2346,27,1672531200,1672531220,2494,5,1
28450912@N02,2346,17,1672531200,1672531220,2495,5,1
28450912@N02,2346,18,1672531200,1672531220,2496,5,1
28450912@N02,2346,26,1672531200,1672531220,2497,5,1
28450912@N02,2346,10,1672531200,1672531220,2498,5,1
52666614@N06,4991,27,1672531200,1672531220,2499,5,1
52666614@N06,4991,20,1672531200,1672531220,2500,5,1
52666614@N06,4991,19,1672531200,1672531220,2501,5,1
52666614@N06,4991,14,1672531200,1672531220,2502,5,1
52666614@N06,4991,10,1672531200,1672531220,2503,5,1
60385541@N00,5430,27,1672531200,1672531220,2504,3,1
60385541@N00,5430,3,1672531200,1672531220,2505,3,1
60385541@N00,5430,10,1672531200,1672531220,2506,3,1
78364960@N04,6596,27,1672531200,1672531220,2507,4,1
78364960@N04,6596,17,1672531200,1672531220,2508,4,1
78364960@N04,6596,9,1672531200,1672531220,2509,4,1
78364960@N04,6596,10,1672531200,1672531220,2510,4,1
96678288@N02,7886,27,1672531200,1672531220,2511,7,1
96678288@N02,7886,14,1672531200,1672531220,2512,7,1
96678288@N02,7886,9,1672531200,1672531220,2513,7,1
96678288@N02,7886,5,1672531200,1672531220,2514,7,1
96678288@N02,7886,2,1672531200,1672531220,2515,7,1
96678288@N02,7886,1,1672531200,1672531220,2516,7,1
96678288@N02,7886,10,1672531200,1672531220,2517,7,1
34703628@N00,3032,17,1672531200,1672531220,2518,5,1
34703628@N00,3032,25,1672531200,1672531220,2519,5,1
34703628@N00,3032,16,1672531200,1672531220,2520,5,1
34703628@N00,3032,18,1672531200,1672531220,2521,5,1
34703628@N00,3032,19,1672531200,1672531220,2522,5,1
42539010@N02,3875,17,1672531200,1672531220,2523,8,1
42539010@N02,3875,27,1672531200,1672531220,2524,8,1
42539010@N02,3875,25,1672531200,1672531220,2525,8,1
42539010@N02,3875,23,1672531200,1672531220,2526,8,1
42539010@N02,3875,21,1672531200,1672531220,2527,8,1
42539010@N02,3875,20,1672531200,1672531220,2528,8,1
42539010@N02,3875,18,1672531200,1672531220,2529,8,1
42539010@N02,3875,19,1672531200,1672531220,2530,8,1
9907136@N02,8074,17,1672531200,1672531220,2531,5,1
9907136@N02,8074,9,1672531200,1672531220,2532,5,1
9907136@N02,8074,13,1672531200,1672531220,2533,5,1
9907136@N02,8074,20,1672531200,1672531220,2534,5,1
9907136@N02,8074,19,1672531200,1672531220,2535,5,1
134814033@N03,719,17,1672531200,1672531220,2536,12,1
134814033@N03,719,18,1672531200,1672531220,2537,12,1
134814033@N03,719,13,1672531200,1672531220,2538,12,1
134814033@N03,719,23,1672531200,1672531220,2539,12,1
134814033@N03,719,14,1672531200,1672531220,2540,12,1
134814033@N03,719,9,1672531200,1672531220,2541,12,1
134814033@N03,719,6,1672531200,1672531220,2542,12,1
134814033@N03,719,27,1672531200,1672531220,2543,12,1
134814033@N03,719,4,1672531200,1672531220,2544,12,1
134814033@N03,719,25,1672531200,1672531220,2545,12,1
134814033@N03,719,20,1672531200,1672531220,2546,12,1
134814033@N03,719,19,1672531200,1672531220,2547,12,1
26531284@N02,2056,17,1672531200,1672531220,2548,3,1
26531284@N02,2056,5,1672531200,1672531220,2549,3,1
26531284@N02,2056,19,1672531200,1672531220,2550,3,1
26678134@N04,2094,17,1672531200,1672531220,2551,4,1
26678134@N04,2094,18,1672531200,1672531220,2552,4,1
26678134@N04,2094,22,1672531200,1672531220,2553,4,1
26678134@N04,2094,19,1672531200,1672531220,2554,4,1
51791370@N03,4926,17,1672531200,1672531220,2555,3,1
51791370@N03,4926,15,1672531200,1672531220,2556,3,1
51791370@N03,4926,19,1672531200,1672531220,2557,3,1
8068421@N07,6776,17,1672531200,1672531220,2558,4,1
8068421@N07,6776,13,1672531200,1672531220,2559,4,1
8068421@N07,6776,18,1672531200,1672531220,2560,4,1
8068421@N07,6776,19,1672531200,1672531220,2561,4,1
8949620@N08,7344,17,1672531200,1672531220,2562,5,1
8949620@N08,7344,13,1672531200,1672531220,2563,5,1
8949620@N08,7344,26,1672531200,1672531220,2564,5,1
8949620@N08,7344,16,1672531200,1672531220,2565,5,1
8949620@N08,7344,19,1672531200,1672531220,2566,5,1
49503181455@N01,4789,18,1672531200,1672531220,2567,3,1
49503181455@N01,4789,17,1672531200,1672531220,2568,3,1
49503181455@N01,4789,8,1672531200,1672531220,2569,3,1
42815122@N02,3897,19,1672531200,1672531220,2570,3,1
42815122@N02,3897,4,1672531200,1672531220,2571,3,1
42815122@N02,3897,27,1672531200,1672531220,2572,3,1
67237167@N03,5939,19,1672531200,1672531220,2573,5,1
67237167@N03,5939,4,1672531200,1672531220,2574,5,1
67237167@N03,5939,26,1672531200,1672531220,2575,5,1
67237167@N03,5939,25,1672531200,1672531220,2576,5,1
67237167@N03,5939,27,1672531200,1672531220,2577,5,1
49503114584@N01,4782,19,1672531200,1672531220,2578,3,1
49503114584@N01,4782,17,1672531200,1672531220,2579,3,1
49503114584@N01,4782,27,1672531200,1672531220,2580,3,1
135322752@N06,723,19,1672531200,1672531220,2581,4,1
135322752@N06,723,12,1672531200,1672531220,2582,4,1
135322752@N06,723,16,1672531200,1672531220,2583,4,1
135322752@N06,723,27,1672531200,1672531220,2584,4,1
26678134@N04,2115,19,1672531200,1672531220,2585,3,1
26678134@N04,2115,20,1672531200,1672531220,2586,3,1
26678134@N04,2115,27,1672531200,1672531220,2587,3,1
26678134@N04,2129,19,1672531200,1672531220,2588,3,1
26678134@N04,2129,13,1672531200,1672531220,2589,3,1
26678134@N04,2129,27,1672531200,1672531220,2590,3,1
51791370@N03,4927,19,1672531200,1672531220,2591,3,1
51791370@N03,4927,3,1672531200,1672531220,2592,3,1
51791370@N03,4927,27,1672531200,1672531220,2593,3,1
52399740@N05,4970,19,1672531200,1672531220,2594,3,1
52399740@N05,4970,8,1672531200,1672531220,2595,3,1
52399740@N05,4970,27,1672531200,1672531220,2596,3,1
80558292@N00,6772,19,1672531200,1672531220,2597,3,1
80558292@N00,6772,16,1672531200,1672531220,2598,3,1
80558292@N00,6772,27,1672531200,1672531220,2599,3,1
99948019@N00,8124,19,1672531200,1672531220,2600,3,1
99948019@N00,8124,16,1672531200,1672531220,2601,3,1
99948019@N00,8124,27,1672531200,1672531220,2602,3,1
12197785@N03,489,19,1672531200,1672531220,2603,3,1
12197785@N03,489,9,1672531200,1672531220,2604,3,1
12197785@N03,489,27,1672531200,1672531220,2605,3,1
42580834@N08,3882,19,1672531200,1672531220,2606,8,1
42580834@N08,3882,17,1672531200,1672531220,2607,8,1
42580834@N08,3882,21,1672531200,1672531220,2608,8,1
42580834@N08,3882,13,1672531200,1672531220,2609,8,1
42580834@N08,3882,12,1672531200,1672531220,2610,8,1
42580834@N08,3882,11,1672531200,1672531220,2611,8,1
42580834@N08,3882,4,1672531200,1672531220,2612,8,1
42580834@N08,3882,27,1672531200,1672531220,2613,8,1
47125846@N08,4466,19,1672531200,1672531220,2614,4,1
47125846@N08,4466,26,1672531200,1672531220,2615,4,1
47125846@N08,4466,15,1672531200,1672531220,2616,4,1
47125846@N08,4466,2,1672531200,1672531220,2617,4,1
72670227@N06,6167,8,1672531200,1672531220,2618,3,1
72670227@N06,6167,27,1672531200,1672531220,2619,3,1
72670227@N06,6167,9,1672531200,1672531220,2620,3,1
30629351@N00,2648,8,1672531200,1672531220,2621,8,1
30629351@N00,2648,17,1672531200,1672531220,2622,8,1
30629351@N00,2648,14,1672531200,1672531220,2623,8,1
30629351@N00,2648,4,1672531200,1672531220,2624,8,1
30629351@N00,2648,2,1672531200,1672531220,2625,8,1
30629351@N00,2648,12,1672531200,1672531220,2626,8,1
30629351@N00,2648,27,1672531200,1672531220,2627,8,1
30629351@N00,2648,9,1672531200,1672531220,2628,8,1
60897658@N00,5455,8,1672531200,1672531220,2629,5,1
60897658@N00,5455,11,1672531200,1672531220,2630,5,1
60897658@N00,5455,22,1672531200,1672531220,2631,5,1
60897658@N00,5455,16,1672531200,1672531220,2632,5,1
60897658@N00,5455,9,1672531200,1672531220,2633,5,1
43082306@N00,3990,8,1672531200,1672531220,2634,3,1
43082306@N00,3990,17,1672531200,1672531220,2635,3,1
43082306@N00,3990,9,1672531200,1672531220,2636,3,1
48989603@N06,4728,26,1672531200,1672531220,2637,3,1
48989603@N06,4728,25,1672531200,1672531220,2638,3,1
48989603@N06,4728,23,1672531200,1672531220,2639,3,1
38102706@N05,3443,26,1672531200,1672531220,2640,6,1
38102706@N05,3443,3,1672531200,1672531220,2641,6,1
38102706@N05,3443,2,1672531200,1672531220,2642,6,1
38102706@N05,3443,27,1672531200,1672531220,2643,6,1
38102706@N05,3443,25,1672531200,1672531220,2644,6,1
38102706@N05,3443,23,1672531200,1672531220,2645,6,1
44124426205@N01,4144,21,1672531200,1672531220,2646,9,1
44124426205@N01,4144,8,1672531200,1672531220,2647,9,1
44124426205@N01,4144,19,1672531200,1672531220,2648,9,1
44124426205@N01,4144,16,1672531200,1672531220,2649,9,1
44124426205@N01,4144,14,1672531200,1672531220,2650,9,1
44124426205@N01,4144,24,1672531200,1672531220,2651,9,1
44124426205@N01,4144,13,1672531200,1672531220,2652,9,1
44124426205@N01,4144,6,1672531200,1672531220,2653,9,1
44124426205@N01,4144,17,1672531200,1672531220,2654,9,1
55455788@N00,5162,21,1672531200,1672531220,2655,4,1
55455788@N00,5162,19,1672531200,1672531220,2656,4,1
55455788@N00,5162,3,1672531200,1672531220,2657,4,1
55455788@N00,5162,17,1672531200,1672531220,2658,4,1
98474523@N00,8040,21,1672531200,1672531220,2659,5,1
98474523@N00,8040,14,1672531200,1672531220,2660,5,1
